,Date,Competition,Round,Venue,Squad,Opponent,Start,Body Part,Minute,Score,Goalkeeper,Assist,Goal,Age,Jersey,Pos.,Match Result
573,2017-01-25,Copa del Rey,Quarter-finals,Away,Real Madrid,Celta Vigo,Y,Right Foot,62,2-2,Sergio Álvarez,Free kick,1,31,7,CF,Draw
574,2017-01-29,La Liga,Matchweek 20,Home,Real Madrid,Real Sociedad,Y,Right Foot,51,3-0,Gerónimo Rulli,Mateo Kovacic,1,32,7,LW,Win
575,2017-02-11,La Liga,Matchweek 22,Away,Real Madrid,Osasuna,Y,Right Foot,24,3-1,Salvatore Sirigu,Karim Benzema,1,32,7,CF,Win
576,2017-02-22,La Liga,Matchweek 16,Away,Real Madrid,Valencia,Y,Head,44,1-2,Diego Alves,Marcelo,1,32,7,LW,Loss
577,2017-02-26,La Liga,Matchweek 24,Away,Real Madrid,Villarreal,Y,Right Foot,74,3-2,Andrés Fernández,Penalty,1,32,7,LW,Win
578,2017-03-01,La Liga,Matchweek 25,Home,Real Madrid,Las Palmas,Y,Head,89,3-3,Javi Varas,James Rodríguez,1,32,7,LW,Draw
579,2017-03-01,La Liga,Matchweek 25,Home,Real Madrid,Las Palmas,Y,Right Foot,86,3-3,Javi Varas,Penalty,1,32,7,LW,Draw
580,2017-03-12,La Liga,Matchweek 27,Home,Real Madrid,Betis,Y,Head,41,2-1,Antonio Adán,Marcelo,1,32,7,LW,Win
581,2017-03-25,WCQ,First round,Home,Portugal,Hungary,Y*,Right Foot,65,2-0,Péter Gulácsi,Free kick,1,32,7,LW,Win
582,2017-03-25,WCQ,First round,Home,Portugal,Hungary,Y*,Left Foot,36,2-0,Péter Gulácsi,Andre Gomes,1,32,7,LW,Win
583,2017-03-28,Friendlies (M),Frendly,Home,Portugal,Sweden,Y*,Right Foot,18,0-0,Karl-Johan Johnsson,Gelson Martins,1,32,7,CF,Loss
584,2017-04-12,Champions League,Quarter-finals,Away,Real Madrid,Bayern Munich,Y,Right Foot,77,2-1,Manuel Neuer,Marco Asensio,1,32,7,LW,Win
585,2017-04-12,Champions League,Quarter-finals,Away,Real Madrid,Bayern Munich,Y,Right Foot,47,2-1,Manuel Neuer,Dani Carvajal,1,32,7,LW,Win
586,2017-04-18,Champions League,Quarter-finals,Home,Real Madrid,Bayern Munich,Y,Right Foot,110,4-2,Manuel Neuer,Marcelo,1,32,7,CF,Win
587,2017-04-18,Champions League,Quarter-finals,Home,Real Madrid,Bayern Munich,Y,Left Foot,105,4-2,Manuel Neuer,Sergio Ramos,1,32,7,CF,Win
588,2017-04-18,Champions League,Quarter-finals,Home,Real Madrid,Bayern Munich,Y,Head,76,4-2,Manuel Neuer,Casemiro,1,32,7,CF,Win
589,2017-04-29,La Liga,Matchweek 35,Home,Real Madrid,Valencia,Y,Head,27,2-1,Diego Alves,Dani Carvajal,1,32,7,LW,Win
590,2017-05-02,Champions League,Semi-finals,Home,Real Madrid,Atletico Madrid,Y,Right Foot,86,3-0,Jan Oblak,Lucas Vázquez,1,32,7,CF,Win
591,2017-05-02,Champions League,Semi-finals,Home,Real Madrid,Atletico Madrid,Y,Right Foot,73,3-0,Jan Oblak,Karim Benzema,1,32,7,CF,Win
592,2017-05-02,Champions League,Semi-finals,Home,Real Madrid,Atletico Madrid,Y,Head,10,3-0,Jan Oblak,Casemiro,1,32,7,CF,Win
593,2017-05-14,La Liga,Matchweek 37,Home,Real Madrid,Sevilla,Y,Left Foot,78,4-1,Sergio Rico,Toni Kroos,1,32,7,LW,Win
594,2017-05-14,La Liga,Matchweek 37,Home,Real Madrid,Sevilla,Y,Right Foot,23,4-1,Sergio Rico,No assist,1,32,7,LW,Win
595,2017-05-17,La Liga,Matchweek 21,Away,Real Madrid,Celta Vigo,Y,Left Foot,48,4-1,Sergio Álvarez,Isco,1,32,7,CF,Win
596,2017-05-17,La Liga,Matchweek 21,Away,Real Madrid,Celta Vigo,Y,Left Foot,10,4-1,Sergio Álvarez,Isco,1,32,7,CF,Win
597,2017-05-21,La Liga,Matchweek 38,Away,Real Madrid,Malaga,Y,Right Foot,2,2-0,Carlos Kameni,Isco,1,32,7,CF,Win
598,2017-06-03,Champions League,Final,Neutral,Real Madrid,Juventus,Y,Right Foot,64,4-1,Gianluigi Buffon,Luka Modric,1,32,7,CF,Win
599,2017-06-03,Champions League,Final,Neutral,Real Madrid,Juventus,Y,Right Foot,20,4-1,Gianluigi Buffon,Dani Carvajal,1,32,7,CF,Win
600,2017-06-09,WCQ,First round,Away,Portugal,Latvia,Y*,Head,63,1-0,Andris Vanins,No assist,1,32,7,SS,Win
601,2017-06-09,WCQ,First round,Away,Portugal,Latvia,Y*,Head,41,1-0,Andris Vanins,José Fonte,1,32,7,SS,Win
602,2017-06-21,FIFA Confederations Cup,Group stage,Neutral,Portugal,Russia,Y*,Head,8,0-0,Igor Akinfeev,Raphael Guerreiro,1,32,7,SS,Win
603,2017-06-24,FIFA Confederations Cup,Group stage,Neutral,Portugal,New Zealand,Y*,Right Foot,33,0-0,Stefan Marinovic,Penalty,1,32,7,SS,Win
604,2017-08-13,Supercopa De España,Final,Away,Real Madrid,Barcelona,N,Right Foot,80,3-1,Marc-André ter Stegen,Isco,1,32,7,CF,Win
605,2017-08-31,WCQ,First round,Home,Portugal,Faroe Islands,Y*,Left Foot,64,3-1,Gunnar Nielsen,William Carvalho,1,32,7,CF,Win
606,2017-08-31,WCQ,First round,Home,Portugal,Faroe Islands,Y*,Right Foot,29,3-1,Gunnar Nielsen,Penalty,1,32,7,CF,Win
607,2017-08-31,WCQ,First round,Home,Portugal,Faroe Islands,Y*,Right Foot,3,3-1,Gunnar Nielsen,Bernardo Silva,1,32,7,CF,Win
608,2017-09-13,Champions League,Group stage,Home,Real Madrid,APOEL FC,Y,Right Foot,51,3-0,Boy Waterman,Penalty,1,32,7,CF,Win
609,2017-09-13,Champions League,Group stage,Home,Real Madrid,APOEL FC,Y,Right Foot,12,3-0,Boy Waterman,Gareth Bale,1,32,7,CF,Win
610,2017-09-26,Champions League,Group stage,Away,Real Madrid,Dortmund,Y,Right Foot,79,3-1,Roman Burki,Luka Modric,1,32,7,CF,Win
611,2017-09-26,Champions League,Group stage,Away,Real Madrid,Dortmund,Y,Left Foot,49,3-1,Roman Burki,Gareth Bale,1,32,7,CF,Win
612,2017-10-07,WCQ,First round,Away,Portugal,Andorra,N,Left Foot,63,0-0,Josep Gómes,No assist,1,32,7,SS,Win
613,2017-10-14,La Liga,Matchweek 8,Away,Real Madrid,Getafe,Y,Right Foot,85,2-1,Vicente Guaita,Isco,1,32,7,CF,Win
614,2017-10-17,Champions League,Group stage,Home,Real Madrid,Tottenham,Y,Right Foot,43,1-1,Hugo Lloris,Penalty,1,32,7,LW,Draw
615,2017-11-01,Champions League,Group stage,Away,Real Madrid,Tottenham,Y,Right Foot,80,1-3,Hugo Lloris,Borja Mayoral,1,32,7,LW,Loss
616,2017-11-21,Champions League,Group stage,Away,Real Madrid,APOEL FC,Y,Left Foot,54,6-0,Nauzet Pérez,No assist,1,32,7,LW,Win
617,2017-11-21,Champions League,Group stage,Away,Real Madrid,APOEL FC,Y,Head,49,6-0,Nauzet Pérez,Marcelo,1,32,7,LW,Win
618,2017-11-25,La Liga,Matchweek 13,Home,Real Madrid,Malaga,Y,Right Foot,76,3-2,Roberto Jiménez,Penalty,1,32,7,CF,Win
619,2017-12-06,Champions League,Group stage,Home,Real Madrid,Dortmund,Y,Right Foot,12,3-2,Roman Burki,Mateo Kovacic,1,32,7,LW,Win
620,2017-12-09,La Liga,Matchweek 15,Home,Real Madrid,Sevilla,Y,Right Foot,31,5-0,Sergio Rico,Penalty,1,32,7,CF,Win
621,2017-12-09,La Liga,Matchweek 15,Home,Real Madrid,Sevilla,Y,Right Foot,23,5-0,Sergio Rico,Marco Asensio,1,32,7,CF,Win
622,2017-12-13,Club World Cup,Semi-finals,Away,Real Madrid,Al-Jazira,Y,Right Foot,53,2-1,Ali Khaseif,Luka Modric,1,32,7,LW,Win
623,2017-12-16,Club World Cup,Final,Neutral,Real Madrid,Gremio,Y,Right Foot,53,1-0,Grohe,Free kick,1,32,7,LW,Win
624,2018-01-21,La Liga,Matchweek 20,Home,Real Madrid,La Coruña,Y,Head,84,7-1,Rubén,Lucas Vázquez,1,32,7,LW,Win
625,2018-01-21,La Liga,Matchweek 20,Home,Real Madrid,La Coruña,Y,Left Foot,78,7-1,Rubén,Casemiro,1,32,7,LW,Win
626,2018-01-27,La Liga,Matchweek 21,Away,Real Madrid,Valencia,Y,Right Foot,38,4-1,Neto,Penalty,1,32,7,LW,Win
627,2018-01-27,La Liga,Matchweek 21,Away,Real Madrid,Valencia,Y,Right Foot,16,4-1,Neto,Penalty,1,32,7,LW,Win
628,2018-02-10,La Liga,Matchweek 23,Home,Real Madrid,Real Sociedad,Y,Left Foot,80,5-2,Gerónimo Rulli,No assist,1,33,7,CF,Win
629,2018-02-10,La Liga,Matchweek 23,Home,Real Madrid,Real Sociedad,Y,Head,37,5-2,Gerónimo Rulli,Luka Modric,1,33,7,CF,Win
630,2018-02-10,La Liga,Matchweek 23,Home,Real Madrid,Real Sociedad,Y,Right Foot,27,5-2,Gerónimo Rulli,Marcelo,1,33,7,CF,Win
631,2018-02-14,Champions League,Round of 16,Home,Real Madrid,PSG,Y,Left knee,83,3-1,Alphonse Areola,No assist,1,33,7,LW,Win
632,2018-02-14,Champions League,Round of 16,Home,Real Madrid,PSG,Y,Right Foot,45,3-1,Alphonse Areola,Penalty,1,33,7,LW,Win
633,2018-02-18,La Liga,Matchweek 24,Away,Real Madrid,Betis,Y,Right Foot,65,5-3,Antonio Adán,Casemiro,1,33,7,CF,Win
634,2018-02-24,La Liga,Matchweek 25,Home,Real Madrid,Alaves,Y*,Right Foot,61,4-0,Fernando Pacheco,Lucas Vázquez,1,33,7,CF,Win
635,2018-02-24,La Liga,Matchweek 25,Home,Real Madrid,Alaves,Y*,Left Foot,44,4-0,Fernando Pacheco,Karim Benzema,1,33,7,CF,Win
636,2018-03-03,La Liga,Matchweek 27,Home,Real Madrid,Getafe,Y,Head,78,3-1,Emiliano Martínez,Marcelo,1,33,7,CF,Win
637,2018-03-03,La Liga,Matchweek 27,Home,Real Madrid,Getafe,Y,Left Foot,45+1,3-1,Emiliano Martínez,Karim Benzema,1,33,7,CF,Win
638,2018-03-06,Champions League,Round of 16,Away,Real Madrid,PSG,Y,Head,51,2-1,Alphonse Areola,Lucas Vázquez,1,33,7,CF,Win
639,2018-03-10,La Liga,Matchweek 28,Away,Real Madrid,Eibar,Y,Head,84,2-1,Marko Dmitrovic,Dani Carvajal,1,33,7,CF,Win
640,2018-03-10,La Liga,Matchweek 28,Away,Real Madrid,Eibar,Y,Right Foot,34,2-1,Marko Dmitrovic,Luka Modric,1,33,7,CF,Win
641,2018-03-18,La Liga,Matchweek 29,Home,Real Madrid,Girona,Y,Right Foot,90+1,6-3,Yassine Bounou,Toni Kroos,1,33,7,CF,Win
642,2018-03-18,La Liga,Matchweek 29,Home,Real Madrid,Girona,Y,Right Foot,64,6-3,Yassine Bounou,No assist,1,33,7,CF,Win
643,2018-03-18,La Liga,Matchweek 29,Home,Real Madrid,Girona,Y,Left Foot,47,6-3,Yassine Bounou,Karim Benzema,1,33,7,CF,Win
644,2018-03-18,La Liga,Matchweek 29,Home,Real Madrid,Girona,Y,Left Foot,11,6-3,Yassine Bounou,Toni Kroos,1,33,7,CF,Win
645,2018-03-23,Friendlies (M),Frendly,Home,Portugal,Egypt,Y*,Head,90+4,1-1,Mohamed El-Shenawy,Ricardo Quaresma,1,33,7,SS,Win
646,2018-03-23,Friendlies (M),Frendly,Home,Portugal,Egypt,Y*,Head,90+2,1-1,Mohamed El-Shenawy,Ricardo Quaresma,1,33,7,SS,Win
647,2018-04-03,Champions League,Quarter-finals,Away,Real Madrid,Juventus,Y,Right Foot,64,3-0,Gianluigi Buffon,Dani Carvajal,1,33,7,CF,Win
648,2018-04-03,Champions League,Quarter-finals,Away,Real Madrid,Juventus,Y,Right Foot,3,3-0,Gianluigi Buffon,Isco,1,33,7,CF,Win
649,2018-04-08,La Liga,Matchweek 31,Home,Real Madrid,Atletico Madrid,Y,Right Foot,53,1-1,Jan Oblak,Gareth Bale,1,33,7,CF,Draw
650,2018-04-11,Champions League,Quarter-finals,Home,Real Madrid,Juventus,Y,Right Foot,90+7,1-3,Wojciech Szczesny,Penalty,1,33,7,CF,Loss
651,2018-04-18,La Liga,Matchweek 33,Home,Real Madrid,Athletic Club,Y,Right Foot,87,1-1,Kepa Arrizabalaga,Luka Modric,1,33,7,CF,Draw
652,2018-05-06,La Liga,Matchweek 36,Away,Real Madrid,Barcelona,Y,Right Foot,14,2-2,Marc-André ter Stegen,Karim Benzema,1,33,7,LW,Draw
653,2018-05-19,La Liga,Matchweek 38,Away,Real Madrid,Villarreal,Y,Head,32,2-2,Andrés Fernández,Marcelo,1,33,7,CF,Draw
654,2018-06-15,World Cup,Group stage,Neutral,Portugal,Spain,Y*,Right Foot,88,2-3,David de Gea,Free kick,1,33,7,CF,Draw
655,2018-06-15,World Cup,Group stage,Neutral,Portugal,Spain,Y*,Left Foot,44,2-3,David de Gea,Goncalo Guedes,1,33,7,CF,Draw
656,2018-06-15,World Cup,Group stage,Neutral,Portugal,Spain,Y*,Right Foot,4,2-3,David de Gea,Penalty,1,33,7,CF,Draw
657,2018-06-20,World Cup,Group stage,Neutral,Portugal,Morocco,Y*,Head,4,0-0,Munir,Joao Moutinho,1,33,7,CF,Win
658,2018-09-16,Serie A,Matchweek 4,Home,Juventus,Sassuolo,Y,Left Foot,65,2-1,Andrea Consigli,Emre Can,1,33,7,CF,Win
659,2018-09-16,Serie A,Matchweek 4,Home,Juventus,Sassuolo,Y,Right Foot,50,2-1,Andrea Consigli,No assist,1,33,7,CF,Win
660,2018-09-23,Serie A,Matchweek 5,Away,Juventus,Frosinone,Y,Left Foot,81,2-0,Marco Sportiello,No assist,1,33,7,LW,Win
661,2018-10-06,Serie A,Matchweek 8,Away,Juventus,Udinese,Y,Left Foot,37,2-0,Simone Scuffet,Mario Mandzukic,1,33,7,LW,Win
662,2018-10-20,Serie A,Matchweek 9,Home,Juventus,Genoa,Y,Right Foot,18,1-1,Ionut Radu,No assist,1,33,7,LW,Draw
663,2018-10-27,Serie A,Matchweek 10,Away,Juventus,Empoli,Y,Right Foot,70,2-1,Ivan Provedel,Blaise Matuidi,1,33,7,CF,Win
664,2018-10-27,Serie A,Matchweek 10,Away,Juventus,Empoli,Y,Right Foot,54,2-1,Ivan Provedel,Penalty,1,33,7,CF,Win
665,2018-11-07,Champions League,Group stage,Home,Juventus,Manchester Utd,Y,Right Foot,65,1-2,David de Gea,Leonardo Bonucci,1,33,7,LW,Loss
666,2018-11-11,Serie A,Matchweek 12,Away,Juventus,AC Milan,Y,Right Foot,81,2-0,Gianluigi Donnarumma,No assist,1,33,7,LW,Win
667,2018-11-24,Serie A,Matchweek 13,Home,Juventus,SPAL,Y,Left Foot,28,2-0,Alfred Gomis,Miralem Pjanic,1,33,7,CF,Win
668,2018-12-01,Serie A,Matchweek 14,Away,Juventus,Fiorentina,Y,Right Foot,79,3-0,Alban Lafont,Penalty,1,33,7,LW,Win
669,2018-12-15,Serie A,Matchweek 16,Away,Juventus,Torino,Y,Right Foot,70,1-0,Salvador Ichazo,Penalty,1,33,7,LW,Win
670,2018-12-26,Serie A,Matchweek 18,Away,Juventus,Atalanta,N,Head,78,2-2,Etrit Berisha,Mario Mandzukic,1,33,7,CF,Draw
671,2018-12-29,Serie A,Matchweek 19,Home,Juventus,Sampdoria,Y,Right Foot,65,2-1,Emil Audero,Penalty,1,33,7,LW,Win
672,2018-12-29,Serie A,Matchweek 19,Home,Juventus,Sampdoria,Y,Right Foot,2,2-1,Emil Audero,Paulo Dybala,1,33,7,LW,Win
673,2019-01-16,Supercoppa Italiana,Final,Neutral,Juventus,AC Milan,Y,Head,61,2-0,Gianluigi Donnarumma,Miralem Pjanic,1,33,7,CF,Win
674,2019-01-27,Serie A,Matchweek 21,Away,Juventus,Lazio,Y,Right Foot,88,2-1,Thomas Strakosha,Penalty,1,33,7,LW,Win
675,2019-02-02,Serie A,Matchweek 22,Home,Juventus,Parma,Y,Head,66,3-3,Luigi Sepe,Mario Mandzukic,1,34,7,LW,Draw
676,2019-02-02,Serie A,Matchweek 22,Home,Juventus,Parma,Y,Right Foot,36,3-3,Luigi Sepe,Blaise Matuidi,1,34,7,LW,Draw
677,2019-02-10,Serie A,Matchweek 23,Away,Juventus,Sassuolo,Y,Head,70,3-0,Andrea Consigli,Miralem Pjanic,1,34,7,LW,Win
678,2019-02-15,Serie A,Matchweek 24,Home,Juventus,Frosinone,Y,Right Foot,63,3-0,Marco Sportiello,Mario Mandzukic,1,34,7,LW,Win
679,2019-03-12,Champions League,Round of 16,Home,Juventus,Atletico Madrid,Y,Right Foot,86,3-0,Jan Oblak,Penalty,1,34,7,CF,Win
680,2019-03-12,Champions League,Round of 16,Home,Juventus,Atletico Madrid,Y,Head,48,3-0,Jan Oblak,Joao Cancelo,1,34,7,CF,Win
681,2019-03-12,Champions League,Round of 16,Home,Juventus,Atletico Madrid,Y,Head,27,3-0,Jan Oblak,Federico Bernardeschi,1,34,7,CF,Win
682,2019-04-10,Champions League,Quarter-finals,Away,Juventus,Ajax,Y,Head,45,1-1,André Onana,Joao Cancelo,1,34,7,LW,Draw
683,2019-04-16,Champions League,Quarter-finals,Home,Juventus,Ajax,Y,Head,28,1-2,André Onana,Miralem Pjanic,1,34,7,LW,Loss
684,2019-04-27,Serie A,Matchweek 34,Away,Juventus,Inter Milan,Y,Left Foot,62,1-1,Samir Handanovic,Miralem Pjanic,1,34,7,CF,Draw
685,2019-05-03,Serie A,Matchweek 35,Home,Juventus,Torino,Y,Head,84,1-1,Salvatore Sirigu,Leonardo Spinazzola,1,34,7,CF,Draw
686,2019-06-05,UEFA Nations League,Semi-finals,Neutral,Portugal,Switzerland,Y*,Right Foot,90,2-1,Yann Sommer,Goncalo Guedes,1,34,7,CF,Win
687,2019-06-05,UEFA Nations League,Semi-finals,Neutral,Portugal,Switzerland,Y*,Right Foot,88,2-1,Yann Sommer,Bernardo Silva,1,34,7,CF,Win
688,2019-06-05,UEFA Nations League,Semi-finals,Neutral,Portugal,Switzerland,Y*,Right Foot,25,2-1,Yann Sommer,Free kick,1,34,7,CF,Win
689,2019-08-31,Serie A,Matchweek 2,Home,Juventus,Napoli,Y,Left Foot,62,4-3,Alex Meret,Douglas Costa,1,34,7,LW,Win
690,2019-09-07,UEFA Euro Qualifying,Group stage,Away,Portugal,Serbia,Y*,Right Foot,80,2-1,Marko Dmitrovic,Bernardo Silva,1,34,7,CF,Win
691,2019-09-10,UEFA Euro Qualifying,Group stage,Away,Portugal,Lithuania,Y*,Right Foot,65,3-1,Ernestas Setkus,Bernardo Silva,1,34,7,CF,Win
692,2019-09-10,UEFA Euro Qualifying,Group stage,Away,Portugal,Lithuania,Y*,Right Foot,76,3-1,Ernestas Setkus,Bernardo Silva,1,34,7,CF,Win
693,2019-09-10,UEFA Euro Qualifying,Group stage,Away,Portugal,Lithuania,Y*,Right Foot,7,3-1,Ernestas Setkus,Penalty,1,34,7,CF,Win
694,2019-09-10,UEFA Euro Qualifying,Group stage,Away,Portugal,Lithuania,Y*,Right Foot,62,3-1,Ernestas Setkus,Rafa Silva,1,34,7,CF,Win
695,2019-09-21,Serie A,Matchweek 4,Home,Juventus,Hellas Verona,Y,Right Foot,49,2-1,Marco Silvestri,Penalty,1,34,7,LW,Win
696,2019-09-28,Serie A,Matchweek 6,Home,Juventus,SPAL,Y,Head,78,2-0,Etrit Berisha,Paulo Dybala,1,34,7,CF,Win
697,2019-10-01,Champions League,Group stage,Home,Juventus,Leverkusen,Y,Right Foot,88,3-0,Lukas Hradecky,Paulo Dybala,1,34,7,CF,Win
698,2019-10-11,UEFA Euro Qualifying,Group stage,Home,Portugal,Luxembourg,Y*,Right Foot,65,1-0,Anthony Moris,No assist,1,34,7,CF,Win
699,2019-10-14,UEFA Euro Qualifying,Group stage,Away,Portugal,Ukraine,Y*,Right Foot,72,0-2,Andriy Pyatov,Penalty,1,34,7,CF,Loss
700,2019-10-19,Serie A,Matchweek 8,Home,Juventus,Bologna,Y,Right Foot,19,2-1,Lukasz Skorupski,No assist,1,34,7,CF,Win
701,2019-10-30,Serie A,Matchweek 10,Home,Juventus,Genoa,Y,Right Foot,90+6,2-1,Ionut Radu,Penalty,1,34,7,CF,Win
702,2019-11-14,UEFA Euro Qualifying,Group stage,Home,Portugal,Lithuania,Y*,Right Foot,7,5-0,Ernestas Setkus,Penalty,1,34,7,SS,Win
703,2019-11-14,UEFA Euro Qualifying,Group stage,Home,Portugal,Lithuania,Y*,Right Foot,65,5-0,Ernestas Setkus,Bernardo Silva,1,34,7,SS,Win
704,2019-11-14,UEFA Euro Qualifying,Group stage,Home,Portugal,Lithuania,Y*,Right Foot,22,5-0,Ernestas Setkus,Goncalo Paciencia,1,34,7,SS,Win
705,2019-11-17,UEFA Euro Qualifying,Group stage,Away,Portugal,Luxembourg,Y,Right Foot,86,1-0,Anthony Moris,Diogo Jota,1,34,7,LW,Win
706,2019-12-01,Serie A,Matchweek 14,Home,Juventus,Sassuolo,Y,Right Foot,68,2-2,Stefano Turati,Penalty,1,34,7,CF,Draw
707,2019-12-07,Serie A,Matchweek 15,Away,Juventus,Lazio,Y,Right Foot,25,1-3,Thomas Strakosha,Rodrigo Bentancur,1,34,7,CF,Loss
708,2019-12-11,Champions League,Group stage,Away,Juventus,Leverkusen,Y,Right Foot,75,2-0,Lukas Hradecky,Paulo Dybala,1,34,7,CF,Win
709,2019-12-15,Serie A,Matchweek 16,Home,Juventus,Udinese,Y,Left Foot,37,3-1,Juan Musso,Gonzalo Higuaín,1,34,7,CF,Win
710,2019-12-15,Serie A,Matchweek 16,Home,Juventus,Udinese,Y,Right Foot,9,3-1,Juan Musso,No assist,1,34,7,CF,Win
711,2019-12-18,Serie A,Matchweek 17,Away,Juventus,Sampdoria,Y,Head,45,2-1,Emil Audero,Alex Sandro,1,34,7,LW,Win
712,2020-01-06,Serie A,Matchweek 18,Home,Juventus,Cagliari,Y,Left Foot,82,4-0,Robin Olsen,Douglas Costa,1,34,7,CF,Win
713,2020-01-06,Serie A,Matchweek 18,Home,Juventus,Cagliari,Y,Right Foot,67,4-0,Robin Olsen,Penalty,1,34,7,CF,Win
714,2020-01-06,Serie A,Matchweek 18,Home,Juventus,Cagliari,Y,Right Foot,49,4-0,Robin Olsen,No assist,1,34,7,CF,Win
715,2020-01-12,Serie A,Matchweek 19,Away,Juventus,Roma,Y,Right Foot,10,2-1,Pau López,Penalty,1,34,7,CF,Win
716,2020-01-19,Serie A,Matchweek 20,Home,Juventus,Parma,Y,Right Foot,58,2-1,Luigi Sepe,Paulo Dybala,1,34,7,CF,Win
717,2020-01-19,Serie A,Matchweek 20,Home,Juventus,Parma,Y,Right Foot,43,2-1,Luigi Sepe,Blaise Matuidi,1,34,7,CF,Win
718,2020-01-22,Coppa Italia,Quarter-finals,Home,Juventus,Roma,Y,Right Foot,26,3-1,Pau López,Gonzalo Higuaín,1,34,7,LW,Win
719,2020-01-26,Serie A,Matchweek 21,Away,Juventus,Napoli,Y,Right Foot,90,1-2,Alex Meret,Rodrigo Bentancur,1,34,7,LW,Loss
720,2020-02-02,Serie A,Matchweek 22,Home,Juventus,Fiorentina,Y,Right Foot,80,3-0,Bartlomiej Dragowski,Penalty,1,35,7,LW,Win
721,2020-02-02,Serie A,Matchweek 22,Home,Juventus,Fiorentina,Y,Right Foot,40,3-0,Bartlomiej Dragowski,Penalty,1,35,7,LW,Win
722,2020-02-08,Serie A,Matchweek 23,Away,Juventus,Hellas Verona,Y,Right Foot,65,1-2,Marco Silvestri,Rodrigo Bentancur,1,35,7,LW,Loss
723,2020-02-13,Coppa Italia,Semi-finals,Away,Juventus,AC Milan,Y,Right Foot,90+1,1-1,Gianluigi Donnarumma,Penalty,1,35,7,LW,Draw
724,2020-02-22,Serie A,Matchweek 25,Away,Juventus,SPAL,Y,Right Foot,39,2-1,Etrit Berisha,Juan Cuadrado,1,35,7,LW,Win
725,2020-06-22,Serie A,Matchweek 27,Away,Juventus,Bologna,Y,Right Foot,23,2-0,Lukasz Skorupski,Penalty,1,35,7,LW,Win
726,2020-06-26,Serie A,Matchweek 28,Home,Juventus,Lecce,Y,Right Foot,62,4-0,Gabriel,Penalty,1,35,7,LW,Win
727,2020-06-30,Serie A,Matchweek 29,Away,Juventus,Genoa,Y,Right Foot,56,3-1,Mattia Perin,Miralem Pjanic,1,35,7,LW,Win
728,2020-07-04,Serie A,Matchweek 30,Home,Juventus,Torino,Y,Right Foot,61,4-1,Salvatore Sirigu,Free kick,1,35,7,LW,Win
729,2020-07-07,Serie A,Matchweek 31,Away,Juventus,AC Milan,Y,Left Foot,53,4-2,Gianluigi Donnarumma,Juan Cuadrado,1,35,7,LW,Loss
730,2020-07-11,Serie A,Matchweek 32,Home,Juventus,Atalanta,Y,Right Foot,90,2-2,Pierluigi Gollini,Penalty,1,35,7,LW,Draw
731,2020-07-11,Serie A,Matchweek 32,Home,Juventus,Atalanta,Y,Right Foot,55,2-2,Pierluigi Gollini,Penalty,1,35,7,LW,Draw
732,2020-07-20,Serie A,Matchweek 34,Home,Juventus,Lazio,Y,Left Foot,54,2-1,Thomas Strakosha,Paulo Dybala,1,35,7,LW,Win
733,2020-07-20,Serie A,Matchweek 34,Home,Juventus,Lazio,Y,Right Foot,51,2-1,Thomas Strakosha,Penalty,1,35,7,LW,Win
734,2020-07-26,Serie A,Matchweek 36,Home,Juventus,Sampdoria,Y,Right Foot,45+7,3-0,Emil Audero,Miralem Pjanic,1,35,7,LW,Win
735,2020-08-07,Champions League,Round of 16,Home,Juventus,Lyon,Y,Left Foot,60,2-1,Anthony Lopes,Federico Bernardeschi,1,35,7,LW,Win
736,2020-08-07,Champions League,Round of 16,Home,Juventus,Lyon,Y,Right Foot,43,2-1,Anthony Lopes,Penalty,1,35,7,LW,Win
737,2020-09-08,UEFA Nations League,League A,Away,Portugal,Sweden,Y*,Right Foot,72,1-0,Robin Olsen,Joao Félix,1,35,7,CF,Win
738,2020-09-08,UEFA Nations League,League A,Away,Portugal,Sweden,Y*,Right Foot,45+1,1-0,Robin Olsen,Free kick,1,35,7,CF,Win
739,2020-09-20,Serie A,Matchweek 1,Home,Juventus,Sampdoria,Y,Right Foot,88,3-0,Emil Audero,Aaron Ramsey,1,35,7,CF,Win
740,2020-09-27,Serie A,Matchweek 2,Away,Juventus,Roma,Y,Head,69,2-2,Antonio Mirante,Danilo,1,35,7,CF,Draw
741,2020-09-27,Serie A,Matchweek 2,Away,Juventus,Roma,Y,Right Foot,44,2-2,Antonio Mirante,Penalty,1,35,7,CF,Draw
742,2020-11-01,Serie A,Matchweek 6,Away,Juventus,Spezia,N,Right Foot,76,4-1,Ivan Provedel,Penalty,1,35,7,CF,Win
743,2020-11-01,Serie A,Matchweek 6,Away,Juventus,Spezia,N,Right Foot,59,4-1,Ivan Provedel,Álvaro Morata,1,35,7,CF,Win
744,2020-11-08,Serie A,Matchweek 7,Away,Juventus,Lazio,Y,Right Foot,15,1-1,Pepe Reina,Juan Cuadrado,1,35,7,LW,Draw
745,2020-11-11,Friendlies (M),Frendly,Home,Portugal,Andorra,N,Head,85,5-0,Josep Gómes,Mario Rui,1,35,7,CF,Win
746,2020-11-21,Serie A,Matchweek 8,Home,Juventus,Cagliari,Y,Right Foot,42,2-0,Alessio Cragno,Merih Demiral,1,35,7,CF,Win
